Local time,Ask,Bid,AskVolume,BidVolume
12.04.2021 08:00:11.840 GMT+0100,3480.303,3451.492,0.02,0.02
12.04.2021 08:00:11.941 GMT+0100,3480,3461.82,0.02,0.02
12.04.2021 08:00:12.168 GMT+0100,3470.385,3461.738,0.0075,0.02
12.04.2021 08:00:12.979 GMT+0100,3472.221,3461.492,0.02,0.02
12.04.2021 08:00:13.528 GMT+0100,3472.5490000000004,3466.738,0.0075,0.0075
12.04.2021 08:00:13.579 GMT+0100,3479.303,3466.533,0.02,0.02
12.04.2021 08:00:15.992 GMT+0100,3479.508,3464.7790000000005,0.02,0.02
12.04.2021 08:00:16.946 GMT+0100,3479.1800000000003,3466.697,0.0075,0.0075
12.04.2021 08:00:16.997 GMT+0100,3481.467,3466.451,0.02,0.02
12.04.2021 08:00:19.182 GMT+0100,3481.221,3467.533,0.02,0.0075
12.04.2021 08:00:19.917 GMT+0100,3481.467,3468.492,0.0075,0.0075
12.04.2021 08:00:19.967 GMT+0100,3483.1800000000003,3469,0.02,0.02
12.04.2021 08:00:27.194 GMT+0100,3483.303,3467.738,0.02,0.02
12.04.2021 08:00:32.997 GMT+0100,3483,3469.738,0.02,0.0075
12.04.2021 08:00:36.063 GMT+0100,3480.303,3463.7790000000005,0.02,0.02
12.04.2021 08:00:41.896 GMT+0100,3480.5490000000004,3462.7790000000005,0.02,0.02
12.04.2021 08:00:42.467 GMT+0100,3479.262,3460.656,0.02,0.02
12.04.2021 08:00:42.517 GMT+0100,3479.303,3462,0.02,0.02
12.04.2021 08:00:42.567 GMT+0100,3480,3461.533,0.02,0.02
12.04.2021 08:00:44.042 GMT+0100,3474.221,3461.533,0.0075,0.02
12.04.2021 08:00:44.092 GMT+0100,3471,3452.492,0.02,0.02
12.04.2021 08:00:44.152 GMT+0100,3465.221,3452.451,0.0075,0.02
12.04.2021 08:00:44.558 GMT+0100,3465.467,3450.7790000000005,0.02,0.02
12.04.2021 08:00:49.274 GMT+0100,3472.508,3453.7790000000005,0.02,0.02
12.04.2021 08:00:49.365 GMT+0100,3469.303,3453.656,0.0075,0.02
12.04.2021 08:00:59.452 GMT+0100,3468.303,3453.7790000000005,0.0075,0.02
12.04.2021 08:01:01.774 GMT+0100,3467.508,3453.533,0.0075,0.02
12.04.2021 08:01:04.023 GMT+0100,3466.221,3451.5740000000005,0.02,0.02
12.04.2021 08:01:10.355 GMT+0100,3465.262,3451.82,0.02,0.02
12.04.2021 08:01:10.456 GMT+0100,3464.221,3451.7790000000005,0.02,0.02
12.04.2021 08:01:10.520 GMT+0100,3465.5490000000004,3451.533,0.02,0.02
12.04.2021 08:01:11.219 GMT+0100,3473,3451.533,0.02,0.02
12.04.2021 08:01:11.270 GMT+0100,3466.3440000000005,3453.738,0.02,0.02
12.04.2021 08:01:12.433 GMT+0100,3466.467,3452.6150000000002,0.02,0.02
12.04.2021 08:01:12.621 GMT+0100,3464,3448.451,0.02,0.02
12.04.2021 08:01:12.671 GMT+0100,3462.262,3448.492,0.02,0.02
12.04.2021 08:01:12.772 GMT+0100,3460.221,3448.451,0.02,0.02
12.04.2021 08:01:12.822 GMT+0100,3471.426,3452.5740000000005,0.02,0.02
12.04.2021 08:01:12.873 GMT+0100,3467.303,3451.451,0.02,0.02
12.04.2021 08:01:13.544 GMT+0100,3471.221,3452.5740000000005,0.02,0.02
12.04.2021 08:01:20.404 GMT+0100,3471.426,3451.6150000000002,0.02,0.02
12.04.2021 08:01:23.295 GMT+0100,3470.262,3451.697,0.02,0.02
12.04.2021 08:01:23.440 GMT+0100,3470.3440000000005,3456.6150000000002,0.02,0.0075
12.04.2021 08:01:26.248 GMT+0100,3473.385,3456.656,0.02,0.02
12.04.2021 08:01:26.312 GMT+0100,3471.426,3456.451,0.0075,0.02
12.04.2021 08:01:26.582 GMT+0100,3473,3456.533,0.02,0.02
12.04.2021 08:01:27.333 GMT+0100,3474.303,3456.492,0.02,0.02
12.04.2021 08:01:31.704 GMT+0100,3473,3456.492,0.0075,0.02
12.04.2021 08:01:33.023 GMT+0100,3473.262,3454.656,0.02,0.02
12.04.2021 08:01:34.929 GMT+0100,3467.262,3454.7790000000005,0.0075,0.02
12.04.2021 08:01:38.260 GMT+0100,3467.3440000000005,3453.7790000000005,0.02,0.02
12.04.2021 08:01:42.145 GMT+0100,3466.5490000000004,3453.738,0.02,0.02
12.04.2021 08:01:50.407 GMT+0100,3465,3453.5740000000005,0.02,0.02
12.04.2021 08:02:00.367 GMT+0100,3464.385,3453.5740000000005,0.0075,0.02
12.04.2021 08:02:03.623 GMT+0100,3464,3455.697,0.0075,0.0075
12.04.2021 08:02:03.673 GMT+0100,3474.262,3458.492,0.02,0.02
12.04.2021 08:02:03.984 GMT+0100,3474.5490000000004,3458,0.02,0.02
12.04.2021 08:02:04.213 GMT+0100,3474,3458.82,0.0075,0.0075
12.04.2021 08:02:04.263 GMT+0100,3477.3440000000005,3458.6150000000002,0.02,0.02
12.04.2021 08:02:04.712 GMT+0100,3474.262,3458.6150000000002,0.0075,0.02
12.04.2021 08:02:05.288 GMT+0100,3474.1800000000003,3458,0.02,0.02
12.04.2021 08:02:05.339 GMT+0100,3469,3457.7790000000005,0.02,0.02
12.04.2021 08:02:08.100 GMT+0100,3469.303,3456.533,0.02,0.02
12.04.2021 08:02:08.151 GMT+0100,3467.5490000000004,3456.82,0.0075,0.02
12.04.2021 08:02:13.297 GMT+0100,3467.467,3458.451,0.02,0.02
12.04.2021 08:02:16.552 GMT+0100,3467.262,3461.82,0.02,0.02
12.04.2021 08:02:16.742 GMT+0100,3472.303,3461.492,0.02,0.02
12.04.2021 08:02:23.429 GMT+0100,3469.426,3461.697,0.0075,0.0075
12.04.2021 08:02:23.479 GMT+0100,3470.262,3453.697,0.02,0.02
12.04.2021 08:02:23.732 GMT+0100,3470,3462.7790000000005,0.02,0.0075
12.04.2021 08:02:23.782 GMT+0100,3463.467,3454,0.02,0.02
12.04.2021 08:02:24.021 GMT+0100,3463.1800000000003,3458.533,0.02,0.02
12.04.2021 08:02:24.489 GMT+0100,3470.3440000000005,3458.5740000000005,0.02,0.02
12.04.2021 08:02:24.589 GMT+0100,3469.508,3458.7790000000005,0.02,0.02
12.04.2021 08:02:30.046 GMT+0100,3464.426,3458.738,0.0075,0.02
12.04.2021 08:02:30.165 GMT+0100,3464.467,3454,0.02,0.02
12.04.2021 08:02:39.578 GMT+0100,3467,3453,0.02,0.02
12.04.2021 08:02:39.646 GMT+0100,3467.5490000000004,3453.738,0.02,0.02
12.04.2021 08:02:39.754 GMT+0100,3467.221,3452.7790000000005,0.02,0.02
12.04.2021 08:02:41.740 GMT+0100,3467,3453.697,0.02,0.0075
12.04.2021 08:02:46.994 GMT+0100,3466.426,3453.82,0.0075,0.0075
12.04.2021 08:02:48.159 GMT+0100,3465.303,3452.7790000000005,0.02,0.0075
12.04.2021 08:02:48.209 GMT+0100,3465.467,3451.492,0.02,0.02
12.04.2021 08:02:50.605 GMT+0100,3465.467,3450.738,0.02,0.02
12.04.2021 08:02:50.863 GMT+0100,3464.426,3449.697,0.02,0.02
12.04.2021 08:02:57.058 GMT+0100,3461.385,3448.697,0.02,0.02
12.04.2021 08:02:59.979 GMT+0100,3461.303,3447.697,0.02,0.02
12.04.2021 08:03:00.642 GMT+0100,3460.221,3447.7790000000005,0.0075,0.0075
12.04.2021 08:03:00.693 GMT+0100,3460.508,3446.656,0.02,0.02
12.04.2021 08:03:02.762 GMT+0100,3460.262,3447.82,0.02,0.02
12.04.2021 08:03:03.395 GMT+0100,3459.1800000000003,3447.533,0.02,0.02
12.04.2021 08:03:05.753 GMT+0100,3460,3449,0.02,0.02
12.04.2021 08:03:05.804 GMT+0100,3461.385,3448.656,0.02,0.02
12.04.2021 08:03:05.855 GMT+0100,3461.508,3447.82,0.02,0.02
12.04.2021 08:03:17.535 GMT+0100,3461.1800000000003,3448.697,0.02,0.02
12.04.2021 08:03:17.836 GMT+0100,3461.385,3447.5740000000005,0.02,0.02
12.04.2021 08:03:21.790 GMT+0100,3458.262,3447.5740000000005,0.0075,0.02
12.04.2021 08:03:37.243 GMT+0100,3458,3451.492,0.02,0.0075
12.04.2021 08:03:37.725 GMT+0100,3458.3440000000005,3452.656,0.0075,0.0075
12.04.2021 08:03:37.775 GMT+0100,3464.1800000000003,3452.492,0.02,0.02
12.04.2021 08:03:38.945 GMT+0100,3464.385,3456.738,0.02,0.0075
12.04.2021 08:03:39.508 GMT+0100,3465.303,3457,0.02,0.02
12.04.2021 08:03:41.341 GMT+0100,3466.1800000000003,3456.492,0.02,0.02
12.04.2021 08:03:42.312 GMT+0100,3467.5490000000004,3456.738,0.02,0.02
