Local time,Ask,Bid,AskVolume,BidVolume
07.04.2021 08:00:02.714 GMT+0100,3519.262,3501.697,0.0075,0.0075
07.04.2021 08:00:03.792 GMT+0100,3518.508,3501.7790000000005,0.0075,0.02
07.04.2021 08:00:05.324 GMT+0100,3514.5490000000004,3501.533,0.02,0.02
07.04.2021 08:00:11.785 GMT+0100,3514.1800000000003,3503.451,0.0075,0.0075
07.04.2021 08:00:11.835 GMT+0100,3516.508,3503.492,0.02,0.02
07.04.2021 08:00:13.349 GMT+0100,3515,3503.738,0.02,0.02
07.04.2021 08:00:14.348 GMT+0100,3515.221,3507.492,0.0075,0.0075
07.04.2021 08:00:14.398 GMT+0100,3524.508,3511.656,0.02,0.02
07.04.2021 08:00:14.526 GMT+0100,3524.467,3509.656,0.02,0.02
07.04.2021 08:00:15.789 GMT+0100,3524.385,3518.656,0.0075,0.0075
07.04.2021 08:00:15.840 GMT+0100,3547.3440000000005,3518.492,0.02,0.02
07.04.2021 08:00:16.093 GMT+0100,3547.5490000000004,3521.6150000000002,0.02,0.0075
07.04.2021 08:00:16.779 GMT+0100,3547.5490000000004,3524.6150000000002,0.0075,0.0075
07.04.2021 08:00:16.830 GMT+0100,3548.5490000000004,3524.82,0.02,0.02
07.04.2021 08:00:16.880 GMT+0100,3547.303,3524.5740000000005,0.02,0.02
07.04.2021 08:00:17.771 GMT+0100,3547,3521.697,0.02,0.02
07.04.2021 08:00:18.820 GMT+0100,3546.303,3527.5740000000005,0.02,0.02
07.04.2021 08:00:18.870 GMT+0100,3547.303,3527.5740000000005,0.02,0.02
07.04.2021 08:00:19.708 GMT+0100,3547.303,3520.738,0.02,0.02
07.04.2021 08:00:19.783 GMT+0100,3547.5490000000004,3522.738,0.02,0.0075
07.04.2021 08:00:19.891 GMT+0100,3537,3519.697,0.0075,0.02
07.04.2021 08:00:19.942 GMT+0100,3545.5490000000004,3519.492,0.02,0.02
07.04.2021 08:00:20.195 GMT+0100,3545.221,3518.656,0.02,0.02
07.04.2021 08:00:20.386 GMT+0100,3544.467,3518.5740000000005,0.02,0.02
07.04.2021 08:00:20.853 GMT+0100,3544.3440000000005,3517.492,0.02,0.02
07.04.2021 08:00:21.999 GMT+0100,3544,3516.492,0.02,0.02
07.04.2021 08:00:22.389 GMT+0100,3542.426,3516.5740000000005,0.0075,0.02
07.04.2021 08:00:26.883 GMT+0100,3541.3440000000005,3516.492,0.0075,0.02
07.04.2021 08:00:37.220 GMT+0100,3539.467,3516.697,0.0075,0.0075
07.04.2021 08:00:37.271 GMT+0100,3539,3510.6150000000002,0.02,0.02
07.04.2021 08:00:37.425 GMT+0100,3536.221,3510.738,0.0075,0.0075
07.04.2021 08:00:37.924 GMT+0100,3533.508,3504.656,0.0075,0.02
07.04.2021 08:00:38.456 GMT+0100,3531.1800000000003,3504.492,0.0075,0.02
07.04.2021 08:00:40.071 GMT+0100,3529,3505,0.0075,0.0075
07.04.2021 08:00:40.121 GMT+0100,3529.3440000000005,3503.5740000000005,0.02,0.02
07.04.2021 08:00:40.204 GMT+0100,3528.426,3503.6150000000002,0.02,0.02
07.04.2021 08:00:49.730 GMT+0100,3528.5490000000004,3504.5740000000005,0.02,0.0075
07.04.2021 08:00:54.992 GMT+0100,3527.303,3504.697,0.0075,0.02
07.04.2021 08:00:56.113 GMT+0100,3528.508,3504.656,0.02,0.02
07.04.2021 08:00:57.429 GMT+0100,3527.467,3505,0.02,0.02
07.04.2021 08:00:57.479 GMT+0100,3527.426,3503.492,0.02,0.02
07.04.2021 08:00:58.203 GMT+0100,3525.5490000000004,3503.451,0.0075,0.02
07.04.2021 08:00:58.617 GMT+0100,3524.5490000000004,3503.738,0.0075,0.02
07.04.2021 08:00:58.846 GMT+0100,3522.508,3500.738,0.02,0.02
07.04.2021 08:00:58.995 GMT+0100,3522.262,3499.7790000000005,0.02,0.02
07.04.2021 08:00:59.287 GMT+0100,3520.467,3499.656,0.0075,0.02
07.04.2021 08:00:59.480 GMT+0100,3519.1800000000003,3499.7790000000005,0.02,0.02
07.04.2021 08:01:00.000 GMT+0100,3517.5490000000004,3499.451,0.0075,0.02
07.04.2021 08:01:00.249 GMT+0100,3509.3440000000005,3500,0.0075,0.02
07.04.2021 08:01:10.433 GMT+0100,3508.508,3499.5740000000005,0.0075,0.02
07.04.2021 08:01:23.366 GMT+0100,3508,3492.656,0.02,0.02
07.04.2021 08:01:25.126 GMT+0100,3506.426,3492.82,0.0075,0.02
07.04.2021 08:02:15.459 GMT+0100,3509.1800000000003,3495.5740000000005,0.02,0.02
07.04.2021 08:02:20.510 GMT+0100,3512.426,3496,0.02,0.02
07.04.2021 08:02:26.932 GMT+0100,3505.5490000000004,3495.697,0.0075,0.02
07.04.2021 08:02:27.139 GMT+0100,3505.508,3496.697,0.0075,0.0075
07.04.2021 08:02:27.189 GMT+0100,3515.303,3496.451,0.02,0.02
07.04.2021 08:02:27.290 GMT+0100,3517.508,3496.492,0.02,0.02
07.04.2021 08:02:27.392 GMT+0100,3517.467,3497.451,0.0075,0.0075
07.04.2021 08:02:27.442 GMT+0100,3519.1800000000003,3497.697,0.02,0.02
07.04.2021 08:02:28.190 GMT+0100,3519.1800000000003,3499.697,0.0075,0.0075
07.04.2021 08:02:28.241 GMT+0100,3521.426,3499.5740000000005,0.02,0.02
07.04.2021 08:02:28.448 GMT+0100,3517.467,3499.7790000000005,0.0075,0.02
07.04.2021 08:02:28.821 GMT+0100,3517.221,3501,0.02,0.02
07.04.2021 08:02:30.021 GMT+0100,3516,3501.451,0.02,0.02
07.04.2021 08:02:33.530 GMT+0100,3515,3502,0.02,0.02
07.04.2021 08:02:44.243 GMT+0100,3515.508,3500.82,0.02,0.02
07.04.2021 08:02:45.209 GMT+0100,3515.1800000000003,3501.656,0.02,0.0075
07.04.2021 08:02:52.314 GMT+0100,3514.303,3502.697,0.02,0.0075
07.04.2021 08:02:53.741 GMT+0100,3514.262,3501.82,0.02,0.02
07.04.2021 08:02:53.897 GMT+0100,3514.5490000000004,3502.697,0.02,0.0075
07.04.2021 08:02:53.997 GMT+0100,3514.5490000000004,3501.82,0.02,0.02
07.04.2021 08:02:56.313 GMT+0100,3514,3502.697,0.02,0.0075
07.04.2021 08:02:56.659 GMT+0100,3514.467,3501.533,0.02,0.02
07.04.2021 08:03:09.844 GMT+0100,3514.221,3502.697,0.02,0.0075
07.04.2021 08:03:25.684 GMT+0100,3514.303,3501.5740000000005,0.02,0.02
07.04.2021 08:03:39.408 GMT+0100,3514,3502.451,0.02,0.02
07.04.2021 08:03:40.178 GMT+0100,3514.3440000000005,3503.5740000000005,0.0075,0.0075
07.04.2021 08:03:40.229 GMT+0100,3525.1800000000003,3508.533,0.02,0.02
07.04.2021 08:03:40.279 GMT+0100,3528.262,3511.533,0.02,0.02
07.04.2021 08:03:40.392 GMT+0100,3527.385,3511.697,0.0075,0.02
07.04.2021 08:03:40.564 GMT+0100,3528.262,3511.82,0.02,0.02
07.04.2021 08:03:40.654 GMT+0100,3524,3511.738,0.0075,0.02
07.04.2021 08:03:43.192 GMT+0100,3523.426,3511.656,0.0075,0.02
07.04.2021 08:03:44.213 GMT+0100,3521.385,3511.82,0.02,0.02
07.04.2021 08:03:48.105 GMT+0100,3523.385,3509.6150000000002,0.02,0.02
07.04.2021 08:03:51.665 GMT+0100,3521.303,3510,0.0075,0.02
07.04.2021 08:04:00.856 GMT+0100,3522,3509.7790000000005,0.02,0.02
07.04.2021 08:04:02.541 GMT+0100,3520.3440000000005,3509.5740000000005,0.02,0.02
07.04.2021 08:04:04.449 GMT+0100,3519.303,3509.451,0.02,0.02
07.04.2021 08:04:04.500 GMT+0100,3518.262,3506.82,0.02,0.02
07.04.2021 08:04:04.882 GMT+0100,3519.508,3506.738,0.02,0.02
07.04.2021 08:04:05.052 GMT+0100,3517.508,3504.492,0.02,0.02
07.04.2021 08:04:05.103 GMT+0100,3517.3440000000005,3503.82,0.02,0.02
07.04.2021 08:04:07.666 GMT+0100,3518.5490000000004,3503.697,0.02,0.02
07.04.2021 08:04:13.933 GMT+0100,3518.303,3507.5740000000005,0.0075,0.0075
07.04.2021 08:04:13.983 GMT+0100,3521.262,3508,0.02,0.02
07.04.2021 08:04:14.033 GMT+0100,3519.508,3507.492,0.02,0.02
07.04.2021 08:04:14.674 GMT+0100,3518,3507.5740000000005,0.02,0.02
07.04.2021 08:04:17.596 GMT+0100,3521.3440000000005,3507.451,0.02,0.02
07.04.2021 08:04:17.940 GMT+0100,3519.426,3507.492,0.0075,0.02
07.04.2021 08:04:20.202 GMT+0100,3521.1800000000003,3507.6150000000002,0.02,0.02
07.04.2021 08:04:20.640 GMT+0100,3521.303,3509.533,0.0075,0.0075
07.04.2021 08:04:20.691 GMT+0100,3522.467,3509.697,0.02,0.02
07.04.2021 08:04:21.213 GMT+0100,3521.221,3509.7790000000005,0.0075,0.02
07.04.2021 08:04:24.785 GMT+0100,3521.1800000000003,3509,0.02,0.02
07.04.2021 08:04:32.266 GMT+0100,3521,3509.533,0.02,0.0075
07.04.2021 08:04:44.242 GMT+0100,3521.221,3511.738,0.02,0.0075
07.04.2021 08:04:44.292 GMT+0100,3521.385,3510,0.02,0.02
07.04.2021 08:04:50.612 GMT+0100,3519.3440000000005,3509.738,0.0075,0.02
07.04.2021 08:05:04.620 GMT+0100,3519.3440000000005,3510.82,0.0075,0.0075
07.04.2021 08:05:04.670 GMT+0100,3521,3510.492,0.02,0.02
07.04.2021 08:05:10.358 GMT+0100,3521.467,3509.492,0.02,0.02
07.04.2021 08:05:20.094 GMT+0100,3521.426,3510.492,0.02,0.02
07.04.2021 08:05:32.368 GMT+0100,3522.385,3510.7790000000005,0.02,0.02
07.04.2021 08:05:35.947 GMT+0100,3522.1800000000003,3513.533,0.02,0.0075
07.04.2021 08:05:36.496 GMT+0100,3522.5490000000004,3512.697,0.02,0.02
07.04.2021 08:06:39.268 GMT+0100,3521.426,3513,0.01,0.01
07.04.2021 08:06:40.544 GMT+0100,3521.303,3509.6150000000002,0.02,0.02
07.04.2021 08:06:43.115 GMT+0100,3521.385,3510.656,0.02,0.0075
07.04.2021 08:06:44.341 GMT+0100,3518.303,3509.451,0.02,0.02
07.04.2021 08:06:49.394 GMT+0100,3519.3440000000005,3509.451,0.02,0.02
07.04.2021 08:06:50.395 GMT+0100,3519.221,3510.492,0.02,0.0075
07.04.2021 08:06:50.445 GMT+0100,3521.221,3510.697,0.02,0.02
07.04.2021 08:07:12.933 GMT+0100,3519.262,3509.492,0.02,0.02
07.04.2021 08:07:13.042 GMT+0100,3517.508,3510,0.02,0.02
07.04.2021 08:07:14.240 GMT+0100,3517.467,3506.451,0.02,0.02
07.04.2021 08:07:22.033 GMT+0100,3517.508,3508,0.02,0.02
07.04.2021 08:07:22.231 GMT+0100,3517.3440000000005,3506.5740000000005,0.02,0.02
07.04.2021 08:07:22.281 GMT+0100,3509.467,3505.82,0.02,0.02
07.04.2021 08:07:22.332 GMT+0100,3513.385,3504.738,0.02,0.02
07.04.2021 08:07:22.425 GMT+0100,3512.303,3504.492,0.0075,0.0075
07.04.2021 08:07:22.476 GMT+0100,3509.1800000000003,3500.451,0.02,0.02
07.04.2021 08:07:23.145 GMT+0100,3507.5490000000004,3500.656,0.0075,0.02
07.04.2021 08:07:25.458 GMT+0100,3511.303,3500.492,0.02,0.02
07.04.2021 08:07:26.396 GMT+0100,3508.303,3500.82,0.0075,0.02
07.04.2021 08:07:46.727 GMT+0100,3508.262,3499.6150000000002,0.02,0.02
07.04.2021 08:07:48.902 GMT+0100,3508.426,3500.6150000000002,0.02,0.0075
07.04.2021 08:08:10.551 GMT+0100,3515.5490000000004,3504.533,0.02,0.02
07.04.2021 08:08:25.759 GMT+0100,3515.467,3507,0.0075,0.0075
07.04.2021 08:08:25.809 GMT+0100,3517.467,3506.6150000000002,0.02,0.02
07.04.2021 08:08:27.327 GMT+0100,3517.385,3507.697,0.02,0.0075
07.04.2021 08:08:28.009 GMT+0100,3515.467,3507.738,0.0075,0.02
07.04.2021 08:08:44.453 GMT+0100,3514.385,3507.697,0.0075,0.02
07.04.2021 08:08:57.077 GMT+0100,3514.3440000000005,3510,0.0075,0.0075
07.04.2021 08:08:57.128 GMT+0100,3519.1800000000003,3509.656,0.02,0.02
07.04.2021 08:09:03.735 GMT+0100,3519,3510.82,0.02,0.02
07.04.2021 08:09:05.889 GMT+0100,3517.221,3510.82,0.0075,0.02
07.04.2021 08:09:19.179 GMT+0100,3519.5490000000004,3511,0.02,0.02
07.04.2021 08:09:19.230 GMT+0100,3520.303,3510.7790000000005,0.02,0.02
07.04.2021 08:09:19.280 GMT+0100,3519.303,3510.738,0.02,0.02
