Local time,Ask,Bid,AskVolume,BidVolume
22.04.2021 08:00:00.576 GMT+0100,3433.468,3406.8190000000004,0.02,0.0075
22.04.2021 08:00:02.025 GMT+0100,3441.0009999999997,3414.6140000000005,0.02,0.02
22.04.2021 08:02:48.544 GMT+0100,3413.427,3385.737,0.02,0.0075
22.04.2021 08:03:22.728 GMT+0100,3413.5090000000005,3389.737,0.0075,0.0075
22.04.2021 08:03:22.778 GMT+0100,3414.468,3389.696,0.02,0.02
22.04.2021 08:03:23.417 GMT+0100,3413.5090000000005,3389.573,0.0075,0.02
22.04.2021 08:03:23.615 GMT+0100,3412.3450000000003,3389.8190000000004,0.0075,0.02
22.04.2021 08:03:23.665 GMT+0100,3414.263,3389.696,0.02,0.02
22.04.2021 08:03:34.317 GMT+0100,3415.181,3389.9990000000003,0.02,0.02
22.04.2021 08:03:34.376 GMT+0100,3414.263,3389.4500000000003,0.0075,0.02
22.04.2021 08:03:34.426 GMT+0100,3415.468,3389.655,0.02,0.02
22.04.2021 08:03:46.633 GMT+0100,3414.263,3389.532,0.0075,0.02
22.04.2021 08:03:47.142 GMT+0100,3415.5090000000005,3389.9990000000003,0.02,0.02
22.04.2021 08:03:56.081 GMT+0100,3414.304,3389.491,0.0075,0.02
22.04.2021 08:03:56.231 GMT+0100,3413.468,3389.778,0.02,0.02
22.04.2021 08:03:56.388 GMT+0100,3412.386,3389.573,0.0075,0.02
22.04.2021 08:03:56.438 GMT+0100,3413.181,3389.532,0.02,0.02
22.04.2021 08:03:56.827 GMT+0100,3412.304,3389.6140000000005,0.0075,0.02
22.04.2021 08:03:57.052 GMT+0100,3413.5090000000005,3389.696,0.02,0.02
22.04.2021 08:04:04.329 GMT+0100,3412.5090000000005,3389.778,0.0075,0.02
22.04.2021 08:04:04.812 GMT+0100,3410.222,3389.778,0.0075,0.02
22.04.2021 08:04:09.887 GMT+0100,3416.304,3385.491,0.01,0.02
22.04.2021 08:04:09.988 GMT+0100,3415.263,3385.655,0.02,0.02
22.04.2021 08:04:10.936 GMT+0100,3414.386,3385.8190000000004,0.0075,0.02
22.04.2021 08:04:12.328 GMT+0100,3413.181,3385.573,0.0075,0.02
22.04.2021 08:04:12.428 GMT+0100,3414.0009999999997,3385.4500000000003,0.02,0.02
22.04.2021 08:04:20.557 GMT+0100,3413.181,3385.778,0.0075,0.02
22.04.2021 08:04:20.668 GMT+0100,3413.304,3388.655,0.02,0.0075
22.04.2021 08:04:21.618 GMT+0100,3412.468,3388.532,0.02,0.02
22.04.2021 08:04:30.602 GMT+0100,3413.5090000000005,3388.737,0.02,0.02
22.04.2021 08:04:30.653 GMT+0100,3411.55,3388.778,0.02,0.02
22.04.2021 08:04:30.703 GMT+0100,3412.0009999999997,3388.6140000000005,0.02,0.02
22.04.2021 08:04:31.958 GMT+0100,3404.468,3388.8190000000004,0.0075,0.02
22.04.2021 08:04:32.008 GMT+0100,3404.0009999999997,3385.655,0.02,0.02
22.04.2021 08:04:38.663 GMT+0100,3404.222,3390.6140000000005,0.02,0.0075
22.04.2021 08:04:43.701 GMT+0100,3404.222,3385.6140000000005,0.02,0.02
22.04.2021 08:05:01.195 GMT+0100,3404.181,3388.655,0.02,0.0075
22.04.2021 08:05:43.668 GMT+0100,3404.3450000000003,3390.696,0.02,0.0075
